word_segment,times,co,fr_left,fr_right,score
依我的主意,8,1208.75,3.0,3.0,10878.75
笑道正是呢,8,1208.75,3.0,3.0,10878.75
道我的儿你,8,1208.75,3.0,3.0,10878.75
笑道依我说,6,1611.666666666667,2.5849625007211556,2.5849625007211556,10769.206838066886
无精打采的,6,1611.666666666667,2.5849625007211556,2.5849625007211556,10769.206838066886
红了脸笑道,6,1611.666666666667,2.5849625007211556,2.5849625007211556,10769.206838066886
心中不自在,6,1611.666666666667,2.5849625007211556,2.5849625007211556,10769.206838066886
往稻香村来,6,1611.666666666667,2.5849625007211556,2.5849625007211556,10769.206838066886
说道女儿悲,6,1611.666666666667,2.5849625007211556,2.5849625007211556,10769.206838066886
了说话之间,6,1611.666666666667,2.5849625007211556,2.5849625007211556,10769.206838066886
吃了两杯酒,5,1934.0,2.3219280948873617,2.3219280948873617,10426.871050517908
司棋的母亲,5,1934.0,2.3219280948873617,2.3219280948873617,10426.871050517908
轻轻的说道,5,1934.0,2.3219280948873617,2.3219280948873617,10426.871050517908
抿着嘴儿笑,5,1934.0,2.3219280948873617,2.3219280948873617,10426.871050517908
为什么这样,5,1934.0,2.3219280948873617,2.3219280948873617,10426.871050517908
来了贾母道,5,1934.0,2.3219280948873617,2.3219280948873617,10426.871050517908
越发得了意,5,1934.0,2.3219280948873617,2.3219280948873617,10426.871050517908
来告诉我们,5,1934.0,2.3219280948873617,2.3219280948873617,10426.871050517908
这屋里的人,5,1934.0,2.3219280948873617,2.3219280948873617,10426.871050517908
点头道我也,5,1934.0,2.3219280948873617,2.3219280948873617,10426.871050517908
道姐姐怎么,5,1934.0,2.3219280948873617,2.3219280948873617,10426.871050517908
便起身告辞,5,1934.0,2.3219280948873617,2.3219280948873617,10426.871050517908
的贾政听了,5,1934.0,2.3219280948873617,2.3219280948873617,10426.871050517908
我说了一句,5,1934.0,2.3219280948873617,2.3219280948873617,10426.871050517908
可笑不可笑,5,1934.0,2.3219280948873617,2.3219280948873617,10426.871050517908
在宝玉身上,5,1934.0,2.3219280948873617,2.3219280948873617,10426.871050517908
鸳鸯道凑成,5,1934.0,2.3219280948873617,2.3219280948873617,10426.871050517908
一天一天的,5,1934.0,2.3219280948873617,2.3219280948873617,10426.871050517908
吴新登家的,5,1934.0,2.3219280948873617,2.3219280948873617,10426.871050517908
都是一样的,5,1934.0,2.3219280948873617,2.3219280948873617,10426.871050517908
坐在炕沿上,5,1934.0,2.3219280948873617,2.3219280948873617,10426.871050517908
闹出事来我,5,1934.0,2.3219280948873617,2.3219280948873617,10426.871050517908
带了刘姥姥,5,1934.0,2.3219280948873617,2.3219280948873617,10426.871050517908
在里间屋里,5,1934.0,2.3219280948873617,2.3219280948873617,10426.871050517908
道这还了得,9,1074.4444444444443,2.9477027792200903,3.169925001442312,10039.605382622907
作了一个揖,10,967.0,3.1219280948873624,3.3219280948873617,10028.5835672199
身上不大好,8,1208.75,2.75,3.0,9972.1875
太太奶奶们,8,1208.75,2.75,3.0,9972.1875
也只得罢了,11,879.0909090909091,3.459431618637298,3.2776134368191165,9967.730119655847
千恩万谢的,7,1381.428571428571,2.5216406363433186,2.8073549220576046,9779.326605399458
伏侍老太太,7,1381.428571428571,2.8073549220576046,2.5216406363433186,9779.326605399458
笑道到底是,7,1381.428571428571,2.5216406363433186,2.8073549220576046,9779.326605399458
薛姨妈李婶,7,1381.428571428571,2.8073549220576046,2.5216406363433186,9779.326605399458
了探春笑道,10,967.0,3.3219280948873617,2.9219280948873623,9386.122673668682
邢夫人尤氏,6,1611.666666666667,2.251629167387823,2.5849625007211556,9380.507539068356
脸上过不去,6,1611.666666666667,2.5849625007211556,2.251629167387823,9380.507539068356
是俗语说的,6,1611.666666666667,2.251629167387823,2.5849625007211556,9380.507539068356
这些丫头们,6,1611.666666666667,2.2516291673878226,2.5849625007211556,9380.507539068354
不好意思的,6,1611.666666666667,2.2516291673878226,2.5849625007211556,9380.507539068354
是没有的事,6,1611.666666666667,2.2516291673878226,2.5849625007211556,9380.507539068354
坐在椅子上,6,1611.666666666667,2.2516291673878226,2.5849625007211556,9380.507539068354
一席话说的,6,1611.666666666667,2.2516291673878226,2.5849625007211556,9380.507539068354
听了点头道,6,1611.666666666667,2.5849625007211556,2.2516291673878226,9380.507539068354
大红猩猩毡,6,1611.666666666667,2.5849625007211556,2.2516291673878226,9380.507539068354
愿意不愿意,6,1611.666666666667,2.2516291673878226,2.5849625007211556,9380.507539068354
于是凤姐儿,6,1611.666666666667,2.5849625007211556,2.2516291673878226,9380.507539068354
也不敢言语,9,1074.4444444444443,3.169925001442312,2.7254805569978684,9282.736869932854
说不出话来,9,1074.4444444444443,2.7254805569978684,3.169925001442312,9282.736869932854
嗳哟了一声,9,1074.4444444444443,2.7254805569978684,3.169925001442312,9282.736869932854
跟着老太太,12,805.8333333333335,3.584962500721156,3.188721875540867,9211.842127937347
