word_segment,times,co,fr_left,fr_right,score
至晚饭后,7,7038.428571428572,2.8073549220576046,2.8073549220576046,55471.556466823116
不但不能,7,7038.428571428572,2.8073549220576046,2.8073549220576046,55471.556466823116
受了委屈,7,7038.428571428572,2.8073549220576046,2.8073549220576046,55471.556466823116
宝玉秦钟,7,7038.428571428572,2.8073549220576046,2.8073549220576046,55471.556466823116
热闹非常,8,6158.625,3.0,3.0,55427.625
但只一件,8,6158.625,3.0,3.0,55427.625
往别处去,6,8211.5,2.5849625007211556,2.5849625007211556,54869.49862510003
警幻仙子,6,8211.5,2.5849625007211556,2.5849625007211556,54869.49862510003
满面泪痕,6,8211.5,2.5849625007211556,2.5849625007211556,54869.49862510003
道前儿我,6,8211.5,2.5849625007211556,2.5849625007211556,54869.49862510003
有凤来仪,6,8211.5,2.5849625007211556,2.5849625007211556,54869.49862510003
想的周到,6,8211.5,2.5849625007211556,2.5849625007211556,54869.49862510003
吃酒赌钱,6,8211.5,2.5849625007211556,2.5849625007211556,54869.49862510003
金星玻璃,6,8211.5,2.5849625007211556,2.5849625007211556,54869.49862510003
的所以我,6,8211.5,2.5849625007211556,2.5849625007211556,54869.49862510003
那里肯依,6,8211.5,2.5849625007211556,2.5849625007211556,54869.49862510003
磕了个头,6,8211.5,2.5849625007211556,2.5849625007211556,54869.49862510003
道妈妈你,6,8211.5,2.5849625007211556,2.5849625007211556,54869.49862510003
果然不错,6,8211.5,2.5849625007211556,2.5849625007211556,54869.49862510003
在一处的,10,4926.9,3.3219280948873617,3.3219280948873617,54369.35775984817
呆了一呆,5,9853.8,2.3219280948873617,2.3219280948873617,53125.285396894185
梨香院的,5,9853.8,2.3219280948873617,2.3219280948873617,53125.285396894185
拣了一块,5,9853.8,2.3219280948873617,2.3219280948873617,53125.285396894185
可知天下,5,9853.8,2.3219280948873617,2.3219280948873617,53125.285396894185
杏帘在望,5,9853.8,2.3219280948873617,2.3219280948873617,53125.285396894185
贾菖贾菱,5,9853.8,2.3219280948873617,2.3219280948873617,53125.285396894185
来瞧瞧你,5,9853.8,2.3219280948873617,2.3219280948873617,53125.285396894185
好多着呢,5,9853.8,2.3219280948873617,2.3219280948873617,53125.285396894185
了明儿再,5,9853.8,2.3219280948873617,2.3219280948873617,53125.285396894185
无所不至,5,9853.8,2.3219280948873617,2.3219280948873617,53125.285396894185
摆酒唱戏,5,9853.8,2.3219280948873617,2.3219280948873617,53125.285396894185
天诛地灭,5,9853.8,2.3219280948873617,2.3219280948873617,53125.285396894185
道必定是,5,9853.8,2.3219280948873617,2.3219280948873617,53125.285396894185
文武衙门,5,9853.8,2.3219280948873617,2.3219280948873617,53125.285396894185
多早晚才,5,9853.8,2.3219280948873617,2.3219280948873617,53125.285396894185
了雨村听,5,9853.8,2.3219280948873617,2.3219280948873617,53125.285396894185
都见过了,5,9853.8,2.3219280948873617,2.3219280948873617,53125.285396894185
又记挂着,5,9853.8,2.3219280948873617,2.3219280948873617,53125.285396894185
写了一张,5,9853.8,2.3219280948873617,2.3219280948873617,53125.285396894185
