word_segment,fr_left,fr_right
一一的都,2.321928094887362,2.321928094887362
一一答应,2.321928094887362,1.3709505944546687
一万银子,2.321928094887362,2.321928094887362
一两银子,3.09306920777189,3.521640636343319
一个一个,2.128085278891395,2.128085278891395
一个丫头,3.6589934152538057,4.0614821867207755
一个丫鬟,2.9477027792200903,2.9477027792200903
一个主意,2.2359263506290326,2.5216406363433186
一个人不,2.584962500721156,2.584962500721156
一个人了,0.7219280948873623,2.321928094887362
一个人在,2.321928094887362,1.3709505944546687
一个人就,1.9219280948873623,1.3709505944546687
一个人影,1.9219280948873623,0.0
一个人来,1.1567796494470395,3.321928094887362
一个人没,1.9219280948873623,0.7219280948873623
一个人的,1.9219280948873623,2.321928094887362
一个儿子,2.25,3.0
一个大夫,2.321928094887362,1.9219280948873623
一个女孩,2.721928094887362,0.8812908992306927
一个姑娘,2.584962500721156,2.2516291673878226
一个婆子,2.8731406795131336,3.334679141051595
一个媳妇,2.9219280948873623,2.9219280948873623
一个宝玉,2.8464393446710154,2.9219280948873623
一个小丫,2.8150724101159437,0.0
一个小厮,2.1556390622295662,3.0
一个月的,2.2516291673878226,2.251629167387823
一个男人,2.9219280948873623,3.121928094887362
一个老婆,2.6535442970305683,0.0
一五一十,2.5,2.0
一件东西,2.5,3.0
一件大事,2.2359263506290326,2.8073549220576046
一件正经,2.321928094887362,0.7219280948873623
一会子又,1.7924812503605778,2.584962500721156
一会子就,2.6416041678685933,2.2810361125534233
一位姑娘,1.9219280948873623,2.321928094887362
一位小姐,1.9219280948873623,2.321928094887362
一僧一道,1.9219280948873623,2.321928094887362
一副对联,1.6767370300521327,2.2998963911678914
一口咬定,2.321928094887362,2.321928094887362
一句话不,1.9219280948873623,2.321928094887362
一句话也,2.845350936622437,1.8676338909712122
一句话我,1.9182958340544893,2.584962500721156
一句话没,1.9182958340544893,0.6500224216483541
一回儿又,1.9219280948873623,1.9219280948873623
一回只见,0.7219280948873623,2.321928094887362
一回贾母,0.6500224216483541,2.584962500721156
一回闲话,0.5435644431995964,3.0
一声儿不,2.8073549220576046,1.3787834934861756
一声笑了,0.0,2.321928094887362
一声说道,0.7219280948873623,1.9219280948873623
一处坐着,1.9219280948873623,2.321928094887362
一夜无眠,2.321928094887362,1.9219280948873623
一夜次日,0.0,1.7924812503605778
一天一天,2.321928094887362,0.0
一家子的,2.8073549220576046,2.5216406363433186
一宿无话,3.725480556997868,1.4932133643654213
一年半载,1.7924812503605778,2.584962500721156
一心一计,2.2516291673878226,1.9182958340544893
一想笑道,0.0,3.277613436819116
一把拉住,3.1898980954642875,3.323231428797621
一早起来,0.8112781244591328,3.0
一时半刻,2.8073549220576046,2.5216406363433186
一时只见,3.0957952550009344,3.2776134368191165
一时回来,1.9219280948873623,2.321928094887362
一时宝玉,2.321928094887362,2.321928094887362
一时宝钗,2.584962500721156,2.2516291673878226
一时想不,2.5216406363433186,0.863120568566631
一时摆上,1.9219280948873623,1.9219280948873623
一时高兴,2.251629167387823,2.584962500721156
一概不管,1.9219280948873623,1.9219280948873623
一概不许,2.321928094887362,1.9219280948873623
一段故事,1.3709505944546687,2.321928094887362
一点儿不,2.8073549220576046,2.8073549220576046
一班小戏,1.3709505944546687,2.321928094887362
一看不是,2.2359263506290326,0.0
一看却是,1.9182958340544893,2.584962500721156
一看原来,1.3709505944546687,1.5219280948873621
一看只见,3.7834651896016465,4.373660689688185
一看果然,1.9219280948873623,2.321928094887362
一看见是,1.9219280948873623,2.321928094887362
一瞧只见,1.9219280948873623,2.321928094887362
一笑说道,1.9219280948873623,2.321928094887362
一般的也,1.9219280948873623,1.9219280948873623
一见宝玉,2.251629167387823,2.584962500721156
一言不发,2.321928094887362,2.321928094887362
一言未了,2.321928094887362,2.321928094887362
一语未了,4.046610395792366,1.6103242884994728
一语未完,2.321928094887362,1.3709505944546687
一起一起,2.321928094887362,1.9219280948873623
一辈子不,3.0,2.75
一辈子也,1.9182958340544896,2.2516291673878226
一辈子的,2.845350936622437,3.0957952550009344
一迳去了,1.780672129520887,2.751629167387823
一遍凤姐,1.3709505944546687,1.9219280948873623
一遍贾政,0.6500224216483541,2.584962500721156
一遍贾母,0.0,2.8073549220576046
一闻此言,2.9477027792200903,2.94770277922009
一面又问,2.8073549220576046,2.5216406363433186
一面叫人,1.9219280948873623,1.9219280948873623
一面吩咐,2.2516291673878226,2.584962500721156
一面命人,2.8073549220576046,2.8073549220576046
一面哭着,2.321928094887362,1.3709505944546687
一面回头,2.584962500721156,2.2516291673878226
一面想一,3.2359263506290334,0.0
一面想着,2.321928094887362,1.9219280948873623
一面拉他,0.7219280948873623,1.9219280948873623
一面拭泪,1.9219280948873623,0.7219280948873623
一面笑道,3.584962500721156,2.617492461184755
一面说一,4.902301008987678,0.0
一面说着,4.201841232302569,2.429494520451445
一面说道,2.8073549220576046,2.8073549220576046
一面走一,2.5,0.0
一面遣人,2.584962500721156,1.7924812503605778
一项银子,1.3709505944546687,2.321928094887362
三个丫头,0.7219280948873623,2.321928094887362
上上下下,3.577819531114783,3.4056390622295662
上下人等,3.169925001442312,2.9477027792200903
上不大好,0.0,3.0
上了年纪,1.2516291673878228,2.584962500721156
上夜的人,3.5724694587701364,3.969815782426811
上学去了,2.321928094887362,2.321928094887362
上来说道,1.9219280948873623,1.5219280948873621
上车去了,2.5216406363433186,2.8073549220576046
上过不去,0.0,2.251629167387823
上面写着,1.8365916681089791,3.169925001442312
下且说贾,0.0,1.5219280948873621
下如今且,0.0,0.0
下来宝玉,2.321928094887362,2.321928094887362
下来递与,0.7219280948873623,1.5219280948873621
下泪来宝,1.8423709931771088,0.9852281360342516
下流种子,2.584962500721156,1.9182958340544893
下王夫人,2.321928094887362,2.321928094887362
下的东西,1.3709505944546687,2.321928094887362
下这里贾,0.0,1.5219280948873621
不中用了,3.392747410448785,3.546593564294939
不中用的,1.4911148500551858,3.0957952550009344
不为别的,1.5487949406953985,3.0
不会说话,2.2516291673878226,2.2516291673878226
不似先前,2.5216406363433186,1.6644977792004616
不似往日,2.2516291673878226,2.584962500721156
不但不能,2.8073549220576046,2.8073549220576046
不住宝玉,0.7219280948873623,2.321928094887362
不住笑了,0.0,2.2516291673878226
不值什么,2.4464393446710155,2.321928094887362
不出来的,2.9477027792200903,2.94770277922009
不出话来,0.0,3.169925001442312
不叫我去,2.2516291673878226,2.584962500721156
不告诉我,1.9219280948873623,1.9219280948873623
不在家我,2.321928094887362,2.321928094887362
不在家贾,2.321928094887362,1.9219280948873623
不在房中,1.9182958340544896,2.584962500721156
不大理会,1.9219280948873623,2.321928094887362
不大说话,2.321928094887362,1.3709505944546687
不好不如,1.3709505944546687,2.321928094887362
不好宝玉,2.046439344671015,2.6464393446710153
不好意思,4.200007639511387,4.315231324217973
不如咱们,2.321928094887362,2.321928094887362
不容分说,2.321928094887362,1.9219280948873623
不干不净,2.321928094887362,0.7219280948873623
不待说完,2.321928094887362,0.0
不得一声,0.9864267287308424,1.4466166676282084
不得一时,1.4591479170272446,2.584962500721156
不得主意,3.0,2.4056390622295662
不得什么,0.8453509366224365,2.845350936622437
不得你们,2.1180782093497097,3.0271691184406193
不得宝玉,2.5,2.5
不得我们,2.3709505944546687,3.121928094887362
不得许多,2.2516291673878226,2.2516291673878226
不得闲儿,2.8073549220576046,2.2359263506290326
不必细说,3.1219280948873624,3.321928094887362
不必细述,2.75,2.75
不必说了,1.8423709931771088,2.2359263506290326
不怎么样,1.3709505944546687,1.9219280948873623
不想宝玉,1.9219280948873623,2.321928094887362
不成众人,1.9219280948873623,1.3709505944546687
不成凤姐,1.9219280948873623,1.9219280948873623
不成宝玉,2.0494520727893946,2.2221915755066783
不成宝钗,2.75,1.5
不成说着,1.9219280948873623,2.321928094887362
不提且说,3.7736088864545416,3.453241582152186
不提却说,2.5216406363433186,2.2359263506290326
不提这里,2.4056390622295662,2.5
不放心的,2.584962500721156,2.584962500721156
不敢作声,2.6464393446710157,3.321928094887362
不敢则声,2.058813890331201,1.8799649487271108
不敢惊动,2.6464393446710153,2.9219280948873623
不敢擅入,2.584962500721156,2.2516291673878226
不敢答言,1.1488348542809168,2.2359263506290326
不敢言语,3.0337781364463408,3.820888851350188
不敢违拗,2.9139770731827523,1.6729330318733677
不是什么,3.348798912202497,2.5753604209625025
不是他们,2.5216406363433186,2.8073549220576046
不是咱们,2.725480556997868,2.6416041678685933
不是外人,0.9709505944546686,1.9219280948873623
不是奶奶,2.251629167387823,2.584962500721156
不是好事,1.3709505944546687,2.321928094887362
不是宝玉,3.418295834054489,3.251629167387823
不是我们,2.845350936622437,3.277613436819116
不是我的,2.4193819456463714,2.725480556997868
不是我说,3.0957952550009344,3.2776134368191165
不是正经,2.321928094887362,2.321928094887362
不是老太,2.2516291673878226,0.0
不是袭人,2.584962500721156,2.584962500721156
不是这个,2.4056390622295662,3.0
不是这么,1.9219280948873623,1.9219280948873623
不是这样,3.027169118440619,3.2776134368191165
不是顽的,2.8073549220576046,2.5216406363433186
不曾听见,1.9182958340544896,2.2516291673878226
不理宝玉,2.321928094887362,2.321928094887362
不用操心,1.9219280948873623,2.321928094887362
不用着急,2.2516291673878226,2.2516291673878226
不用说了,3.277613436819116,3.0271691184406193
不相干的,2.584962500721156,2.251629167387823
不着头脑,0.37123232664087563,3.039148671903072
不知不觉,3.0,2.75
不知为什,2.584962500721156,0.0
不知什么,2.9219280948873623,3.121928094887362
不知何事,2.5216406363433186,2.5216406363433186
不知你们,2.321928094887362,2.321928094887362
不知在那,2.584962500721156,0.6500224216483541
不知好歹,4.0,3.0243974703476995
不知怎么,4.058694969562841,3.4879719339800808
不知怎样,2.5216406363433186,2.8073549220576046
不知我们,2.321928094887362,1.3709505944546687
不知是什,1.6644977792004616,0.0
不知是何,2.94770277922009,3.169925001442312
不知是谁,3.0,2.75
不知是那,3.8841837197791884,2.17838982472352
不知老太,2.2516291673878226,0.0
不知要怎,2.321928094887362,1.5219280948873621
不知道么,1.9182958340544896,2.2516291673878226
不知道了,2.521928094887362,2.9219280948873623
不知道他,2.9477027792200903,2.9477027792200903
不知道你,3.4182958340544896,2.9182958340544896
不知道呢,2.0491040074712537,4.1887218755408675
不知道如,1.9219280948873623,0.0
不知道宝,2.321928094887362,1.9219280948873623
不知道就,1.2516291673878228,2.251629167387823
