word_segment,fr_left,fr_right
一一的,4.373551149096553,3.9990466176631068
一一答,2.321928094887362,0.0
一万银,2.321928094887362,0.0
一下子,2.2359263506290326,2.8073549220576046
一两个,3.0,2.4056390622295662
一两件,2.5216406363433186,2.5216406363433186
一两天,1.7924812503605778,2.2516291673878226
一两银,3.09306920777189,0.0
一个一,2.4056390622295662,0.5435644431995964
一个与,2.584962500721156,2.2516291673878226
一个东,1.9219280948873623,1.3709505944546687
一个丫,4.039211536948156,0.869137580612638
一个主,2.725480556997868,0.9864267287308425
一个二,2.321928094887362,2.321928094887362
一个五,2.94770277922009,2.725480556997868
一个作,2.584962500721156,2.584962500721156
一个你,2.2516291673878226,2.2516291673878226
一个儿,2.663532754804255,1.2776134368191157
一个出,1.9219280948873623,1.3709505944546687
一个十,2.058813890331201,1.836591668108979
一个去,1.9219280948873623,1.9219280948873623
一个又,2.521782221599798,3.25
一个呢,1.9219280948873623,2.321928094887362
一个地,2.321928094887362,1.3709505944546687
一个外,2.2359263506290326,2.2359263506290326
一个头,0.9709505944546686,2.321928094887362
一个女,3.4685766296878655,2.383593219149464
一个好,3.2841837197791888,3.921928094887362
一个姑,3.0,1.061278124459133
一个婆,2.8731406795131336,0.0
一个媳,2.9219280948873623,0.0
一个字,3.7735572622751845,2.923231428797621
一个宝,3.180832987205441,0.9912642605354289
一个小,4.000909036474379,3.8786953226808563
一个就,1.9219280948873623,1.9219280948873623
一个心,3.0,2.4056390622295662
一个才,2.584962500721156,2.2516291673878226
一个揖,0.8166890883150209,3.584962500721156
一个月,3.9407598325400897,4.253434386188784
一个来,2.610577243331642,3.6644977792004623
一个极,2.8073549220576046,2.5216406363433186
一个林,2.2359263506290326,1.8423709931771088
一个没,1.9219280948873623,1.3709505944546687
一个法,1.9219280948873623,0.7219280948873623
一个男,2.9219280948873623,0.0
一个的,2.6416041678685933,3.169925001442312
一个笑,2.321928094887362,0.7219280948873623
一个老,3.375814583693912,2.247224320061398
一个说,2.6416041678685933,2.725480556997868
一个贾,1.9219280948873623,1.5219280948873621
一个跟,2.8073549220576046,2.8073549220576046
一个还,1.3709505944546687,2.321928094887362
一个这,2.251629167387823,1.2516291673878228
一个道,3.0957952550009344,2.7321588913645707
一个金,2.9219280948873623,3.321928094887362
一个钱,2.4193819456463714,2.725480556997868
一个香,1.9219280948873623,1.5219280948873621
一二十,1.4591479170272448,2.2516291673878226
一二年,2.7516291673878226,3.4182958340544896
一二百,2.845350936622437,2.9139770731827523
一五一,2.5,0.0
一件东,2.5,0.0
一件你,2.2516291673878226,2.584962500721156
一件我,0.7219280948873623,2.321928094887362
一件是,2.8464393446710154,3.1219280948873624
一件正,2.321928094887362,0.0
一件衣,2.321928094887362,0.7219280948873623
一会儿,2.2221915755066783,3.095795255000934
一会子,3.618391353858277,5.112351690762035
一会方,0.0,2.584962500721156
一位姑,1.9219280948873623,0.0
一位小,1.9219280948873623,0.0
一僧一,1.9219280948873623,0.0
一则怕,2.321928094887362,2.321928094887362
一副对,1.8919954870390203,0.6193821946787638
一半是,2.128085278891395,2.8073549220576046
一叠声,3.169925001442312,2.725480556997868
一口便,1.3709505944546687,1.5219280948873621
一口咬,2.584962500721156,0.6500224216483541
一口气,1.6922718656836107,3.1898980954642875
一口血,1.9182958340544893,2.2516291673878226
一口说,0.0,0.9709505944546686
一口道,0.0,2.8073549220576046
一句不,2.2516291673878226,2.2516291673878226
一句也,2.8073549220576046,2.128085278891395
一句你,1.4591479170272448,1.7924812503605778
一只手,2.584962500721156,2.2516291673878226
一吊钱,2.9219280948873623,2.8464393446710154
一听见,2.2516291673878226,2.251629167387823
一味的,3.2776134368191165,3.459431618637298
一回便,0.7732283485249176,3.238901256602631
一回儿,2.8954238702803163,3.286895754518763
一回又,2.409267252251469,3.969815782426811
一回只,0.7219280948873623,0.0
一回各,0.7219280948873623,1.3709505944546687
一回因,0.0,2.2516291673878226
一回大,1.7924812503605778,1.2516291673878228
一回头,2.5216406363433186,2.5216406363433186
一回子,1.8423709931771088,2.8073549220576046
一回就,2.2359263506290326,2.5216406363433186
一回方,1.5503407095463881,3.51602764126623
一回来,2.321928094887362,1.9219280948873623
一回神,0.6500224216483541,2.584962500721156
一回话,0.0,3.321928094887362
一回贾,1.3567796494470397,1.7709505944546688
一回那,0.6500224216483541,2.584962500721156
一回闲,0.5435644431995964,0.0
一坐便,0.7219280948873623,2.321928094887362
一坐就,0.9182958340544896,2.2516291673878226
一块儿,3.3660913291191936,3.8268748818646396
一块玉,2.584962500721156,2.2516291673878226
一块石,2.321928094887362,1.9219280948873623
一声也,1.9219280948873623,2.321928094887362
一声便,1.6644977792004616,2.8073549220576046
一声儿,3.7373008763572906,4.112300876357291
一声又,0.9709505944546686,1.9219280948873623
一声宝,1.9219280948873623,0.7219280948873623
一声就,1.2516291673878228,2.251629167387823
一声笑,0.8812908992306927,1.360964047443681
一声说,1.224394445405986,1.879964948727111
一声道,1.6577427265048887,3.169925001442312
一处吃,2.59490661824394,2.8453509366224368
一处坐,2.2516291673878226,0.6500224216483541
一处好,1.9219280948873623,2.321928094887362
一处的,1.2916919971380596,3.6644977792004623
一处说,1.3709505944546687,2.321928094887362
一处顽,2.3709505944546683,2.6464393446710157
一夜无,2.8073549220576046,0.863120568566631
一夜次,0.0,0.5916727785823275
一夜没,2.584962500721156,1.4591479170272448
一大堆,1.9219280948873623,2.321928094887362
一大惊,0.0,1.7924812503605778
一大跳,0.5916727785823275,2.5216406363433186
一天一,3.0,1.5487949406953985
一天不,2.5,2.75
一天也,2.584962500721156,2.584962500721156
一天的,2.287783719941071,3.5465935642949384
一头撞,1.9219280948873623,1.3709505944546687
一字不,2.251629167387823,2.2516291673878226
一定是,3.8521687236032816,3.8521687236032816
一定的,2.072905595320056,3.640223928941852
一家子,4.066108939837481,3.6769447629717744
一宿无,3.8219280948873617,0.5689955935892812
