word_segment,fr_left,fr_right
一下,3.634346106732795,4.876443335582677
一串,2.2810361125534233,2.94770277922009
一丸,2.4056390622295662,2.75
一乐,1.3709505944546687,2.321928094887362
一五,2.5,0.0
一些,3.506890595608518,3.640223928941851
一伸,1.7924812503605778,2.584962500721156
一倍,1.3709505944546687,1.9219280948873623
一傍,3.456564762130954,3.1068905956085184
一共,3.969815782426811,3.4104172527605203
一刻,3.3927474104487847,3.3927474104487847
一剂,2.6416041678685933,2.725480556997868
一动,3.4970558484728045,4.0559581516151235
一匾,1.9182958340544896,1.7924812503605778
一叠,3.6644977792004623,1.1981174211304033
一吃,2.2516291673878226,2.584962500721156
一吊,3.182005814760214,1.4345491399952024
一吹,1.9219280948873623,2.321928094887362
一呆,0.0,2.584962500721156
一响,2.5216406363433186,2.8073549220576046
一地,0.9219280948873623,3.121928094887362
一坐,1.1779653169582593,3.410232940673185
一坛,2.94770277922009,2.6416041678685933
一套,3.9705730958116843,4.1523912776298655
一女,2.058813890331201,2.4193819456463714
一定,4.81779747119076,4.0076312429499845
一尝,0.9852281360342516,2.8073549220576046
一屋,1.7924812503605778,0.0
一岁,1.3709505944546687,1.9219280948873623
一床,2.321928094887362,2.321928094887362
一开,2.2516291673878226,2.584962500721156
一想,2.664689661010524,4.902747452811689
一房,1.5487949406953985,2.0
一扬,1.9219280948873623,1.3709505944546687
一扭,2.5216406363433186,1.4488156357251847
一找,1.2516291673878228,2.584962500721156
一推,3.321928094887362,3.1219280948873624
一掷,3.0,2.5
一搜,1.9219280948873623,2.321928094887362
一摔,2.321928094887362,1.9219280948873623
一摸,1.780672129520887,3.584962500721156
一撂,2.251629167387823,2.584962500721156
一撒,1.7924812503605778,2.584962500721156
一支,3.836591668108979,4.058813890331201
一散,2.2516291673878226,2.2516291673878226
一料,1.9219280948873623,2.321928094887362
一斤,2.584962500721156,2.584962500721156
一新,1.3709505944546687,2.321928094887362
一无,3.5068905956085183,2.7395722619867224
一早,1.9656286972331904,4.671444522052495
一架,2.75,2.1556390622295662
一柄,2.321928094887362,2.321928094887362
一查,1.224394445405986,3.169925001442312
一根,3.5868974703476995,4.327819531114783
一案,2.321928094887362,2.321928094887362
一桌,3.4414460711655215,3.6841837197791882
一桩,2.321928094887362,1.5219280948873621
一棵,2.321928094887362,2.321928094887362
一概,5.343047251165077,3.884291508695388
一歇,0.9798687566511527,3.584962500721156
一歪,1.9219280948873623,1.9219280948873623
一流,1.9219280948873623,1.3709505944546687
一溜,4.349648912578752,3.2831565207100217
一照,2.6258145836939115,2.9182958340544896
一理,2.721928094887362,3.121928094887362
一男,1.9219280948873623,1.5219280948873621
一病,2.8464393446710154,3.1219280948873624
一的,0.5115779700152474,4.2165910625904335
一皱,1.3709505944546687,1.9219280948873623
一盆,3.8073549220576055,3.3248629576173574
一盒,2.321928094887362,1.3709505944546687
一眼,3.5724694587701364,3.4992275471326932
一瞧,3.708151898055566,5.078940451839598
一碗,2.8268783541435005,4.526495328097802
一碟,2.4193819456463714,2.2810361125534233
一社,2.3709505944546687,2.7219280948873625
一祭,1.5219280948873621,2.321928094887362
一种,2.716353856892414,4.885129041304626
一笔,2.584962500721156,2.2516291673878226
一答,0.0,0.0
一算,0.5916727785823275,2.8073549220576046
一箱,2.2359263506290326,2.5216406363433186
一红,2.197159723424149,2.9477027792200903
一经,2.8073549220576046,2.8073549220576046
