word_segment,times,co
喜欢的了不,5,1934.0
喜的眉开眼,5,1934.0
嗤的一声笑,6,1611.6666666666667
嗳哟了一声,9,1074.4444444444443
嘻嘻的笑道,5,967.0
嘻嘻的走来,5,967.0
回了王夫人,6,5.619370460048426
回了老太太,7,55.25714285714286
回分解正文,107,86.33928571428571
回分解正是,5,86.33928571428571
回到怡红院,6,644.6666666666666
回到自己房,17,439.54545454545456
回明老太太,5,55.25714285714286
回来了宝玉,5,247.94871794871796
回老太太去,5,568.8235294117648
回老太太太,7,36.52995143011333
回老太太的,5,53.66259711431743
因笑道你们,5,743.8461538461538
在宝玉身上,5,1934.0
在老太太的,5,38.01100628930818
在老太太跟,12,284.4117647058824
在老太太那,7,176.27604166666666
在话下如今,7,805.8333333333334
在话下这里,16,420.4347826086956
在这里做什,5,1934.0
在里间屋里,5,1934.0
坐了王夫人,5,51.21822033898305
坐在椅子上,6,1611.6666666666667
坐在炕沿上,5,1934.0
声大哭起来,6,805.8333333333334
大家都笑了,7,460.4761904761905
大惊小怪的,8,1208.75
大红猩猩毡,6,1611.6666666666667
太和二奶奶,5,358.14814814814815
太太不在家,5,366.2878787878788
太太不知道,6,90.37383177570094
太太和二奶,5,967.0
太太和太太,5,99.69072164948453
太太在那里,5,98.6734693877551
太太太太们,9,327.18045112781954
太太太太跟,5,203.15126050420167
太太太跟前,5,333.44827586206895
太太奶奶们,8,1208.75
太太屋里的,6,460.4761904761905
太太房里的,6,460.4761904761905
太太打发人,9,1074.4444444444443
太太的丫头,5,55.57471264367816
太太的主意,5,371.9230769230769
太太知道了,8,1208.75
太太老爷太,5,1934.0
太老爷太太,5,1934.0
夫人凤姐儿,9,148.76923076923077
夫人凤姐等,6,644.6666666666666
夫人听了便,6,188.37662337662337
夫人听了这,8,90.58548009367682
夫人王夫人,44,103.97849462365592
夫人笑道这,5,39.99172870140612
夫人薛姨妈,5,210.2173913043478
夫人道老爷,5,805.8333333333334
夫人邢夫人,5,103.97849462365592
头一看只见,6,1611.6666666666667
头想了一想,6,1611.6666666666667
奶和姑娘们,5,537.2222222222222
奶奶不知道,5,261.35135135135135
奶奶和姑娘,7,302.1875
奶奶在这里,7,261.35135135135135
奶奶姑娘们,13,537.2222222222222
好你怎么样,6,537.2222222222222
好宝玉笑道,6,24.41919191919192
好意思起来,6,1611.6666666666667
如今且说宝,5,879.0909090909091
如今我们家,6,1611.6666666666667
如今老太太,9,293.030303030303
如何下回分,8,420.4347826086956
如此说便笑,5,1934.0
姐听了笑道,6,239.7520661157025
姐听了这话,5,104.65367965367966
姑娘四姑娘,5,967.0
姑娘那里去,5,967.0
姥姥刘姥姥,5,967.0
姥姥笑道我,5,967.0
姨太太那边,6,386.8
姨妈和宝钗,5,644.6666666666666
姨妈宝钗等,5,1934.0
姨妈薛姨妈,5,460.4761904761905
婆子答应了,5,1934.0
宝二爷屋里,5,967.0
宝二爷来了,5,967.0
宝玉也不答,7,1381.4285714285713
宝玉冷笑道,7,4.2855333966445075
宝玉听了不,11,38.66593965830607
宝玉听了便,10,33.553088133240806
宝玉听了又,5,73.81679389312977
宝玉听了只,5,10.855410866636731
宝玉听了喜,10,98.6734693877551
宝玉听了心,6,26.910946196660483
宝玉听了忙,21,55.36259541984733
宝玉听了方,6,98.6734693877551
宝玉听了笑,6,22.14503816793893
宝玉听了这,18,21.782004755349767
宝玉听说便,13,41.95927903871829
宝玉听说只,5,21.058362369337978
宝玉听说忙,10,49.33673469387755
宝玉听这话,5,67.62237762237763
宝玉在这里,5,63.70223978919631
宝玉在那里,6,53.821892393320965
宝玉忙笑道,7,10.71383349161127
宝玉笑道你,41,12.835729085729085
宝玉笑道好,12,82.64957264957265
宝玉笑道我,40,13.774928774928775
宝玉笑道这,24,11.143762604436763
宝玉答应了,7,126.99812382739212
宝玉答应着,6,178.52307692307693
宝玉见了这,6,86.46795827123697
宝玉见他这,5,879.0909090909091
宝玉道不是,5,42.86347517730496
宝玉道什么,5,7.508929958068023
宝玉道今日,5,371.9230769230769
宝玉道太太,7,30.21875
宝玉道我不,6,205.74468085106383
宝玉道我也,7,306.289592760181
宝玉道这也,5,237.00980392156862
宝玉道这是,7,72.01063829787235
宝钗听说便,5,276.2857142857143
宝钗因笑道,5,175.8181818181818
宝钗笑道你,13,14.841794569067297
宝钗笑道我,14,16.859277708592778
宝钗笑道这,13,17.85653409090909
宝钗袭人等,5,345.35714285714283
家的答应了,7,1381.4285714285713
宿无话次日,6,644.6666666666666
宿无话至次,9,644.6666666666666
将方才的话,5,1934.0
小丫头子们,21,247.94871794871796
小丫头子来,5,247.94871794871796
小丫头子说,5,247.94871794871796
小丫头进来,8,247.94871794871796
尤二姐笑道,6,508.94736842105266
尤氏笑道你,6,508.94736842105266
尤氏笑道我,7,508.94736842105266
就好了说着,6,644.6666666666666
就是了凤姐,7,138.14285714285714
就是了宝玉,12,127.23684210526316
就是了王夫,8,138.14285714285714
就是了袭人,7,138.14285714285714
就是了说毕,5,690.7142857142857
就是了说着,9,127.23684210526316
就是了贾母,10,103.97849462365592
就是了贾琏,5,644.6666666666666
就是老太太,7,37.11074561403509
屋里的丫头,5,967.0
巴不得一声,7,1381.4285714285713
带了刘姥姥,5,1934.0
平儿笑道你,7,284.4117647058824
平儿笑道奶,6,358.14814814814815
平儿笑道我,6,284.4117647058824
平儿笑道这,8,284.4117647058824
平儿答应着,7,386.8
并没有什么,5,311.93548387096774
应了几个是,6,1611.6666666666667
底是怎么着,5,1934.0
强占良民妻,5,1934.0
往王夫人处,5,967.0
往稻香村来,6,1611.6666666666667
往贾母处来,11,604.375
往贾母这边,5,188.8671875
往那里去了,13,371.9230769230769
得死去活来,7,743.8461538461538
心中不自在,6,1611.6666666666667
心里怎么样,5,879.0909090909091
怎么样凤姐,8,268.6111111111111
怎么样呢我,5,268.6111111111111
怎么样宝玉,8,268.6111111111111
怎么样才好,5,386.8
怎么样王夫,5,268.6111111111111
怎么样袭人,5,268.6111111111111
悄悄的告诉,9,420.4347826086956
悄悄的笑道,10,371.9230769230769
悄悄的说道,7,371.9230769230769
想了一想便,7,284.4117647058824
想了一想笑,12,284.4117647058824
想了一想说,8,284.4117647058824
想了一想道,7,284.4117647058824
愿意不愿意,6,1611.6666666666667
慌慌张张的,7,1381.4285714285713
慢慢的走着,5,1934.0
我一面说一,5,122.40506329113924
我也不知道,11,114.6228448275862
我也是这么,5,568.8235294117648
我什么相干,6,805.8333333333334
我们娘儿们,5,967.0
我们庄家人,5,1934.0
我们老太太,6,134.30555555555554
我们这些人,7,743.8461538461538
我们那一个,6,537.2222222222222
我正要告诉,5,1934.0
我竟不知道,6,166.72413793103448
我说了一句,5,1934.0
房里的丫头,5,967.0
手里拿着一,7,1381.4285714285713
才好王夫人,6,1611.6666666666667
打发人去请,5,805.8333333333334
打发人来叫,5,537.2222222222222
打发人来说,6,420.4347826086956
打发人来请,7,420.4347826086956
打发小丫头,8,311.93548387096774
抿着嘴儿笑,5,1934.0
掌不住笑了,6,1611.6666666666667
探春冷笑道,7,420.4347826086956
探春笑道你,5,420.4347826086956
探春笑道我,11,420.4347826086956
提且说宝玉,5,483.5
提且说贾政,5,967.0
摸不着头脑,13,743.8461538461538
政听了这话,5,230.23809523809524
敢违拗只得,6,1611.6666666666667
文第一百一,10,508.94736842105266
文第一百零,9,508.94736842105266
无可如何了,5,1934.0
无法无天的,5,1934.0
无精打采的,6,1611.6666666666667
无话至次日,9,1074.4444444444443
日一早起来,6,1611.6666666666667
时不是别人,7,690.7142857142857
时周瑞家的,5,151.09375
春探春惜春,7,1381.4285714285713
是不中用的,7,1381.4285714285713
是个明白人,9,1074.4444444444443
是了王夫人,9,9.277262551966741
是什么东西,8,268.6111111111111
是什么大事,8,284.4117647058824
是什么大病,5,743.8461538461538
是什么意思,13,333.44827586206895
是俗语说的,6,1611.6666666666667
是别人却是,10,967.0
是咱们家的,8,1208.75
是小孩子的,5,1934.0
是我的不是,6,879.0909090909091
是我的造化,5,1934.0
是有造化的,9,1074.4444444444443
是没有的事,6,1611.6666666666667
是老太太太,6,22.178899082568808
是老太太的,18,136.83962264150944
是那里来的,13,332.56613756613757
是那里的话,8,460.4761904761905
暂且不提且,6,1611.6666666666667
有一副对联,5,1934.0
有什么东西,5,268.6111111111111
有什么法儿,8,345.35714285714283
有什么要紧,8,743.8461538461538
有什么说的,7,345.35714285714283
有年纪的人,9,1074.4444444444443
未知何事下,6,1611.6666666666667
李纨凤姐宝,6,1611.6666666666667
李纨笑道这,5,879.0909090909091
来一面说一,7,122.40506329113924
来不为别的,5,1934.0
来了凤姐儿,5,247.94871794871796
来了宝玉忙,5,604.375
来了宝玉笑,5,143.89880952380952
来了宝玉道,6,57.55952380952381
来了林黛玉,5,358.14814814814815
来了王夫人,14,13.739977671775094
来了贾母道,5,1934.0
来凤姐笑道,6,153.4920634920635
来吩咐道你,5,1934.0
来告诉我们,5,1934.0
来周瑞家的,6,151.09375
来宝玉听了,7,25.582010582010582
来宝玉听说,6,93.42995169082126
来宝玉笑道,14,29.84567901234568
来小丫头子,5,179.07407407407408
来我告诉你,6,1611.6666666666667
来王夫人道,8,161.16666666666666
来看见宝玉,6,604.375
来薛姨妈道,5,690.7142857142857
来见过贾母,5,1934.0
来说老太太,8,57.90419161676647
来贾母笑道,6,284.4117647058824
来递与宝玉,6,1611.6666666666667
来黛玉笑道,6,57.55952380952381
林之孝家的,77,125.58441558441558
林姑娘那里,5,1934.0
林黛玉听了,13,81.26050420168067
林黛玉笑道,11,24.829598506069093
林黛玉道你,7,59.01482127288579
林黛玉道我,6,32.66891891891892
次日一早起,5,1934.0
欢的了不得,5,1934.0
正文第一百,21,460.4761904761905
正文第七十,10,98.6734693877551
正文第三十,10,98.6734693877551
正文第九十,10,98.6734693877551
正文第二十,10,98.6734693877551
正文第五十,10,98.6734693877551
正文第八十,10,98.6734693877551
正文第六十,10,98.6734693877551
正文第四十,10,98.6734693877551
正说着只听,14,151.09375
正说着只见,50,132.53837719298247
母听了笑道,8,439.54545454545456
母王夫人处,5,219.77272727272728
母王夫人等,17,324.8814229249012
没有什么不,5,143.89880952380952
没有什么东,5,604.375
没有什么事,6,604.375
没有凤姐道,5,805.8333333333334
没有宝玉道,10,219.77272727272728
没有袭人道,5,122.0959595959596
没要紧的事,8,743.8461538461538
湘云笑道你,9,358.14814814814815
湘云笑道我,5,358.14814814814815
湘云笑道这,13,358.14814814814815
点头道我也,5,1934.0
玉也不答言,8,1208.75
玉冷笑道我,5,87.9090909090909
玉听了不觉,8,743.8461538461538
玉听了笑道,8,85.7649667405765
玉听了这话,20,112.31126596980255
玉听说只得,5,508.94736842105266
玉正在那里,5,224.88372093023256
玉点点头儿,7,1381.4285714285713
玉笑了一笑,6,1611.6666666666667
玉笑道你们,8,154.72
玉笑道妹妹,5,805.8333333333334
玉笑道这个,7,483.5
玉这般光景,5,743.8461538461538
玉道可不是,8,457.75147928994085
玉道老太太,5,7.578369905956113
王善保家的,22,439.54545454545456
王夫人便道,5,40.12448132780083
王夫人凤姐,18,125.58441558441558
王夫人听了,39,25.653356914495614
王夫人听说,7,8.707229225623875
王夫人处来,5,46.94174757281554
王夫人宝钗,11,268.6111111111111
王夫人房中,8,185.96153846153845
王夫人打发,8,386.8
王夫人点头,8,95.74257425742574
王夫人王夫,11,106.26373626373626
王夫人看了,5,40.12448132780083
王夫人笑道,21,29.69727990640538
王夫人答应,5,967.0
王夫人薛姨,5,967.0
王夫人见他,5,302.1875
王夫人见贾,5,67.15277777777777
王夫人进来,5,46.94174757281554
王夫人道你,25,32.35845268371035
王夫人道我,10,40.12448132780083
王夫人道老,6,189.6078431372549
王夫人道这,10,40.12448132780083
王夫人那边,11,79.97744360902256
王夫人那里,8,20.773361976369497
琏二爷回来,5,1934.0
瑞家的听了,10,460.4761904761905
瑞家的等人,6,460.4761904761905
瑞家的答应,5,967.0
瑞的干儿子,8,1208.75
略坐了一坐,5,1934.0
的一声笑了,5,568.8235294117648
的一语未了,5,508.94736842105266
的一面说一,7,122.40506329113924
的下回分解,9,420.4347826086956
的且听下回,24,219.77272727272728
的两个婆子,5,879.0909090909091
的也未可知,6,743.8461538461538
的众人听了,6,52.84153005464481
的众人都笑,12,339.29824561403507
的凤姐听了,6,193.4
的凤姐笑道,6,76.74603174603175
的刘姥姥道,6,879.0909090909091
的外孙女儿,7,1381.4285714285713
的宝玉听了,11,26.473369835739174
的宝玉笑道,16,22.46225319396051
的宝玉道我,7,34.395325203252035
的宝钗笑道,7,86.89345314505776
的小丫头子,5,179.07407407407408
的是老太太,5,54.325842696629216
的死去活来,6,743.8461538461538
的王夫人道,7,161.16666666666666
的眉开眼笑,5,1934.0
的话说了一,18,402.9166666666667
的话述了一,6,402.9166666666667
的贾政听了,5,1934.0
看不是别人,7,690.7142857142857
看时不是别,7,690.7142857142857
看时原来是,9,508.94736842105266
着一迳去了,7,1381.4285714285713
着去了这里,5,537.2222222222222
着又哭起来,6,537.2222222222222
着只见一个,7,743.8461538461538
着只见贾母,6,743.8461538461538
着周瑞家的,9,151.09375
着宝玉笑道,5,57.55952380952381
着老太太太,6,37.69980506822612
着老太太的,6,91.22641509433963
知何事下回,6,1611.6666666666667
知怎么样呢,5,879.0909090909091
知是那一个,5,879.0909090909091
知端的下回,9,241.75
知端的且听,23,241.75
知端详且听,8,311.93548387096774
知道不知道,7,48.627873563218394
知道我的心,6,1611.6666666666667
知道王夫人,5,112.44186046511628
知道老太太,6,11.631916599839615
知那里去了,6,371.9230769230769
站起来说道,6,1611.6666666666667
端的下回分,9,420.4347826086956
端的且听下,24,302.1875
端详且听下,8,302.1875
笑了贾母笑,5,967.0
笑向宝玉道,6,182.45283018867926
笑嘻嘻的说,5,879.0909090909091
笑嘻嘻的走,6,879.0909090909091
笑说道老太,6,1611.6666666666667
笑起来凤姐,6,879.0909090909091
笑起来贾母,5,879.0909090909091
笑道二奶奶,5,254.47368421052633
笑道你们听,5,604.375
笑道你放心,5,302.1875
笑道你知道,6,35.5514705882353
笑道依我说,6,1611.6666666666667
笑道到底是,7,1381.4285714285713
笑道原来是,10,508.94736842105266
笑道好妹妹,7,805.8333333333334
