word_segment,times,co
为贾,5,1.0169104365092667
为那,7,4.45493821889904
为难,18,64.56310839795414
主仆,13,1326.8442879499219
主你,5,3.571479420848575
主儿,13,4.983972700980507
主子,97,44.831545752502436
主我,6,4.304183555059368
主的,8,1.4312349900356467
举业,6,1659.881230116649
举人,9,24.122115601947932
举动,6,276.64687168610817
举止,20,2892.2172949002215
乃说,6,70.98721088435374
久了,8,16.889406813951606
久是,7,63.177512541082855
么一,57,3.1999734017828554
么不,174,7.547263033072917
么东,36,8.179475209721023
么个,55,7.735010620060594
么也,21,1.0715343583356283
么书,8,3.2795248122191145
么了,44,0.5145406433349363
么事,97,8.644399640903643
么些,8,1.0704004595437386
么人,26,1.0550703771408376
么今,11,8.54593915280888
么众,14,6.57904672695176
么似,5,9.633604135893648
么但,7,10.217458932008414
么你,57,2.1349744780168662
么使,7,3.60616197600297
么便,11,0.8657650775721416
么信,6,6.14910902291084
么倒,13,1.4231460655297434
么做,5,1.6218188780965739
么兴,5,2.5758299828592643
么再,6,1.6328142603209574
么况,6,4.816802067946824
么凤,23,1.6510647922917578
么出,8,0.9767912938802178
么刘,5,10.704004595437388
么别,5,0.697076999702869
么到,5,0.8420982636270672
么办,14,13.62327857601122
么动,5,3.4904362811208873
么原,11,2.578336873353531
么去,10,0.6905809416411217
么又,48,2.597825834398287
么反,5,6.598358997187431
么叫,15,0.9945221062519252
么可,9,1.9097453132828819
么吃,12,1.1881115069961334
么名,8,4.728149269150257
么后,5,4.225264971883179
么呢,55,4.132981493558118
么咱,5,1.247876183405913
么喜,7,2.5256640056650013
么回,8,1.4245625339583954
么处,13,13.762291622705211
么外,7,2.037318095204095
么大,105,9.86857009042764
么好,72,4.160884809744108
么如,9,1.9013692373474307
么委,6,9.965797381958946
么婆,7,1.4440091852517245
么字,7,6.130475359205049
么宝,89,1.9760100670535485
么小,18,3.597611503030823
么就,47,2.6983277377056107
么平,21,4.898442780962872
么弄,5,4.965775327780231
么得,8,1.5352357188675136
么心,5,0.5436571182784226
么忘,6,5.302901359207513
么忙,6,0.5484025124797144
么快,7,2.2553588278011887
么忽,7,5.619602412604628
么怨,7,6.6767553417084695
么怪,5,5.179357062308413
么想,26,2.3741583652439324
么意,26,7.1360030636249245
么我,54,2.0312948978455956
么才,6,0.5785948429966156
么打,8,1.0514165496200434
么拿,5,0.8391641233356837
么新,13,10.985688926896266
么早,9,3.284183228145562
么时,13,3.9014596188977393
么是,28,1.399797175947183
么晴,6,3.6583306845165753
么有,15,1.0154888407477494
么来,39,2.706848424350521
么林,7,1.3932898543647838
么样,230,39.35575401874848
么正,13,2.740412555068215
么没,26,1.4016435788093724
么法,16,9.229800369718465
么混,6,5.20735358696954
么病,20,5.60093263714747
么的,27,0.2532937108473352
么相,21,27.71310778818721
么看,9,1.4143953869990675
么着,103,3.7149428154138744
么知,8,1.8133843079329222
么等,5,0.5293189085655851
么糊,7,8.757821941721499
么紫,15,4.405611647512339
么缘,9,14.695328342888617
么罪,5,21.894554854303745
么老,7,0.4969434705324653
么能,11,13.246205686853767
么脸,7,2.3173618196307744
么自,5,1.0751790330238447
么花,7,1.5361099988896478
么药,5,3.2545959918559624
么薛,14,2.1894554854303747
么袭,25,2.820141725964183
么要,30,2.51968721950139
么见,8,0.5458132654897251
么讲,5,16.05600689315608
么诗,5,4.116924844398995
么说,144,3.774799987942001
么谢,7,7.841305692006458
么贾,42,1.006245644634502
么赖,5,10.704004595437388
么趣,5,3.4653252287387226
么跑,7,5.438324915423834
么过,11,1.6454913896712753
么还,20,1.3115866760917152
么这,60,1.4264961701718137
么连,5,2.1600009273304144
么道,7,0.09680624311119083
么那,29,2.1741207777503178
么都,8,1.0704004595437386
么金,9,6.8269635608695145
么问,7,1.1054955565779596
么难,15,6.337897457824769
么香,5,1.207218563395194
么鸳,5,2.2614094215712788
么黛,14,1.3568456529427675
之乐,5,176.26891891891893
之先,9,45.58678937558248
之剂,6,203.38721413721413
之句,11,52.40427319211103
之可,6,11.647725919752352
之孝,140,652.8478478478479
之故,7,50.15782245660294
之族,6,229.9159811985899
之期,7,881.3445945945946
之正,7,13.499807794665562
之母,19,8.744411121304072
之流,8,243.1295433364399
之病,7,17.93433768070396
之症,11,484.739527027027
之话,5,8.573390998001893
之语,12,99.7748597654258
之说,13,3.1176815591101303
之谈,5,183.6134572072072
之音,7,280.42782555282554
之馀,5,86.40633280339162
乌压,5,8470.064935064935
乌进,9,219.22521008403362
乏了,27,31.66763777615926
乐得,24,430.0777579337821
乐的,5,4.380072598815988
乖僻,5,23716.18181818182
乖觉,6,883.8328627893845
乜斜,6,43479.666666666664
也乏,9,48.94929741900513
也作,12,4.381264275157866
也倒,13,2.330036000879411
也值,11,55.96711783750049
也像,10,6.464160405970623
也写,8,13.71526207875506
也出,10,1.9990559430378099
也别,29,6.619449932365865
也动,5,5.714692532814609
也半,5,6.359899754261419
也去,19,2.148232805883857
也叫,24,2.605239045930073
也同,5,9.501536982270071
也吓,6,7.952546919614279
也告,6,2.1805370586039152
也和,14,2.9481404468352
也喜,13,7.679519403647496
也够,7,9.356598282540528
也太,33,1.4225039515953937
也奇,17,35.75111648528819
也学,13,16.01899750604595
也完,6,4.224790551045086
也定,7,4.973327015044065
也宝,5,0.18175330019092326
也实,6,8.525703454361254
也就,179,16.825308098401248
也带,12,6.641074269712976
也帮,7,55.203929866989114
也并,26,38.687390203280785
也弄,6,9.756217354990714
也往,6,4.224790551045086
也很,6,5.735473232933934
也心,6,1.0681186043274258
也必,8,14.338683082334835
也忍,5,43.812642751578665
也忒,7,157.7255139056832
也忘,17,24.59939207703316
也忙,27,4.040406902707255
也怕,9,7.317163016243034
也怨,7,10.931471260789925
也悄,5,7.370351117088
也愿,9,35.48824062877872
也打,17,3.6580269255069773
也找,6,3.144030177521924
也把,16,6.711723995986519
也抱,6,43.01604924700451
也掌,9,157.7255139056832
也摸,8,48.53092735559483
也断,6,29.5735338573156
也替,12,14.903198164316523
也最,6,17.206419698801803
也比,8,7.555713240990811
也没,292,25.77271967569082
也深,5,157.7255139056832
也清,6,7.693927507594302
也渐,6,43.01604924700451
也照,6,6.5718964127368
也爱,6,8.158216236500854
也猜,5,35.84670770583709
也甚,10,50.87919803409135
也略,5,12.517897929022476
也病,5,2.29252200444307
也省,19,49.94641273679968
也着,12,0.7086133159371765
也睡,18,10.249311372932482
也瞧,6,1.2484869174592337
也知,46,17.071467387438652
也竟,6,2.791602016029791
也笑,64,3.473652061240098
也等,11,1.906572146112654
也算,47,35.98591822119956
也糊,8,16.38706637981124
也给,10,2.295859008816349
也罢,145,28.23481421768403
也见,11,1.2287398392085802
也觉,24,23.51187784929439
也认,7,9.356598282540528
也记,5,6.5718964127368
也该,78,34.46103665166187
也走,9,3.1198453300025246
也赶,5,6.464160405970623
也还,41,4.402141640662363
也送,7,4.363947025058429
书了,5,0.7686319848582345
书云,8,19.596101481662316
书倒,5,7.1954435127978815
书办,12,153.50279493968813
书呢,7,6.91480999045787
书子,16,5.097451303657569
书宝,6,1.751184224363808
书我,7,3.4614550596513043
书房,82,146.4663480630452
书架,7,277.02457524271847
书的,23,2.8364159450585085
书籍,6,506.55922330097087
书识,9,542.742024965326
书道,7,1.2725791570150717
书香,6,19.04357982334477
买一,5,9.2699272272443
买东,7,52.523757478140816
买了,25,9.654767614682703
买去,5,11.403007255879011
买来,7,16.044721304561747
买的,26,8.055060340261598
买这,7,5.496069390605061
乱了,7,2.1947867765654934
乱叫,16,28.44267578856991
乱嚷,27,1182.0281926497735
乱子,5,3.2489943333956037
乱想,13,31.82782600534935
乱着,7,6.769245026337153
乱说,11,7.731280393345457
乱跑,7,145.8117214947301
乱跳,8,1377.573597359736
乳名,5,571.5994741454864
乳母,9,87.57560611712047
了世,6,1.7137020136109238
了个,140,7.413533285158692
了丫,16,0.5580516813553521
了丰,6,13.602509733036708
了为,10,3.4220150271790457
了么,69,1.0035532441374315
了九,5,18.136679644048943
了事,51,1.711324073721547
了亏,14,5.289864896180942
了交,6,2.8264955289426923
了京,6,3.6273359288097886
了什,67,1.5237085092806009
了仍,14,6.510602949145775
了仙,6,4.946367175649712
了代,6,8.370775220330282
了低,6,19.78546870259885
了作,9,0.7556949851687059
了例,5,3.2975781170998077
了侍,6,4.030373254233099
了依,10,3.663975685666453
了信,8,3.0870944074976925
了倒,66,2.7205019466073415
了倘,16,13.190312468399231
了倪,9,23.318588113777214
了假,7,6.34783787541713
了偏,13,3.3682405053233753
了做,8,0.9770601828443876
了傍,8,6.448597206772957
了像,5,0.7433065427888911
了儿,10,0.0756956579467819
了元,5,36.273359288097886
了光,5,1.5501435593204225
了兜,5,36.273359288097886
了兴,16,3.1036029337409956
了写,6,2.3656538666150797
了冯,9,36.273359288097886
了况,34,10.2774517982944
了冷,17,5.763057083155739
了凉,9,15.545725409184808
了凤,227,6.135657644111937
了凭,5,6.717288757055164
了刚,20,4.620810100394635
了别,43,2.2572423290712145
了到,29,1.8390339499210466
了包,9,3.0227799406748237
了反,17,8.447220656132384
了发,7,0.869566832248922
了口,40,6.65566225469686
了叫,54,1.348080799420018
了史,16,10.006443941544244
了司,17,10.10896898192892
了吃,20,0.7455983409680963
了各,23,7.870634562511806
了合,8,11.607474972191323
了名,8,1.7802875724219822
了向,7,1.0075933135582746
