word_segment,times,co
一闻此言,9,5474.333333333333
一面又问,7,403.844262295082
一面叫人,5,43.401162790697676
一面吩咐,6,3079.3125
一面命人,7,74.2642118863049
一面哭着,5,190.96511627906978
一面回头,6,190.96511627906978
一面想一,14,190.96511627906978
一面想着,5,59.676598837209305
一面拉他,5,190.96511627906978
一面拭泪,5,4105.75
一面笑道,12,48.25563173359451
一面说一,139,190.96511627906978
一面说着,21,23.31550838290968
一面说道,7,5.616621067031463
一面走一,8,190.96511627906978
一面遣人,6,190.96511627906978
一项银子,5,373.25
三个丫头,5,656.92
上上下下,16,3079.3125
上下人等,9,559.875
上不大好,8,6158.625
上了年纪,6,1642.3
上夜的人,17,559.875
上学去了,5,559.875
上来说道,5,54.88970588235294
上车去了,7,559.875
上过不去,6,8211.5
上面写着,9,5474.333333333333
下且说贾,5,3079.3125
下如今且,6,4479.0
下来宝玉,5,69.82568027210884
下来递与,5,2239.5
下泪来宝,7,2142.1304347826085
下流种子,6,8211.5
下王夫人,5,6.4289628895036275
下的东西,5,85.21099965409893
下这里贾,5,2052.875
不中用了,13,2052.875
不中用的,11,2052.875
不为别的,8,2346.1428571428573
不会说话,6,1048.276595744681
不似先前,7,3789.923076923077
不似往日,6,3789.923076923077
不但不能,7,7038.428571428572
不住宝玉,5,21.00844277673546
不住笑了,6,526.9411764705883
不值什么,10,67.0326530612245
不出来的,9,572.8953488372093
不出话来,9,1759.607142857143
不叫我去,6,8211.5
不告诉我,5,1824.7777777777778
不在家我,5,3079.3125
不在家贾,5,3079.3125
不在房中,6,172.6717289719626
不大理会,5,1642.3
不大说话,5,524.1382978723404
不好不如,5,1493.0
不好宝玉,10,7.96871967393414
不好意思,43,414.02521008403363
不如咱们,5,1005.4897959183673
不容分说,5,9853.8
不干不净,5,9853.8
不待说完,5,1970.76
不得一声,9,229.15813953488373
不得一时,6,216.56703296703296
不得主意,8,354.45323741007195
不得什么,11,9.702094522019333
不得你们,11,35.83436921449352
不得宝玉,8,4.865113064086106
不得我们,10,35.23240846681922
不得许多,6,2052.875
不得闲儿,7,648.2763157894736
不必细说,10,1970.76
不必细述,8,2737.1666666666665
不必说了,7,160.4106976744186
不怎么样,5,407.1818181818182
不想宝玉,5,46.21857410881801
不成众人,5,65.27424483306837
不成凤姐,5,20.64228255404726
不成宝玉,11,14.953068094029357
不成宝钗,8,105.30376703179267
不成说着,5,42.12465800273598
不提且说,34,610.4759475218659
不提却说,7,1005.4897959183673
不提这里,8,19.38293582493238
不放心的,6,2737.1666666666665
不敢作声,10,665.7972972972973
不敢则声,9,665.7972972972973
不敢惊动,10,4926.9
不敢擅入,6,8211.5
不敢答言,7,1005.4897959183673
不敢言语,21,879.8035714285714
不敢违拗,11,4479.0
不是什么,23,10.559938495946323
不是他们,7,38.10019885108263
不是咱们,9,61.98224769359799
不是外人,5,337.458904109589
不是奶奶,6,138.78591549295774
不是好事,5,337.458904109589
不是宝玉,12,17.15195822454308
不是我们,11,20.17417361524717
不是我的,9,48.208414872798436
不是我说,11,60.853245003368514
不是正经,5,1824.7777777777778
不是老太,6,11.311471646131476
不是袭人,6,10.827558420628526
不是这个,8,31.030703826169105
不是这么,5,17.760994953136265
不是这样,11,21.456924538759996
不是顽的,7,337.458904109589
不曾听见,6,436.0088495575221
不理宝玉,5,46.21857410881801
不用操心,5,2239.5
不用着急,6,2898.176470588235
不用说了,11,286.44767441860466
不相干的,6,8211.5
不着头脑,14,3519.214285714286
不知不觉,8,1407.6857142857143
不知为什,6,359.62773722627736
不知什么,10,1.965766951942067
不知何事,7,173.48239436619718
不知你们,5,3.6302480142648728
不知在那,6,181.1360294117647
不知好歹,16,2142.1304347826085
不知怎么,40,20.13712487355288
不知怎样,7,144.48387096774192
不知我们,5,3.9261921458625526
不知是什,7,57.21350364963504
不知是何,9,359.91964285714283
不知是谁,8,497.6666666666667
不知是那,20,82.3345588235294
不知老太,6,4.843034781041629
不知要怎,5,535.5326086956521
不知道么,6,144.48387096774192
不知道了,10,16.23414280536426
不知道他,9,26.537853851217907
不知道你,12,2.3398197727569543
不知道呢,24,38.42636162745353
不知道如,5,47.547770700636946
不知道宝,5,72.24193548387096
不知道就,6,28.10286148873467
不知道怎,8,27.288285793409027
不知道我,26,5.953376616737386
不知道的,23,81.05192761605035
不知道贾,6,144.48387096774192
不知道这,17,4.9620723362658845
不知那个,5,72.24193548387096
不知那里,14,5.466957279860505
不等说完,13,1970.76
不答言只,5,9853.8
不肯说出,5,9853.8
不见宝钗,8,257.9528795811518
不觉滴下,8,2898.176470588235
不觉红了,9,2898.176470588235
不解何意,5,9853.8
不言语了,12,2052.875
不言语只,7,2052.875
不言语贾,5,2052.875
不认得他,5,4479.0
不过一时,6,228.09722222222223
不过如此,5,566.3103448275862
不过是个,14,517.8423423423424
不过是些,6,1368.5833333333333
不过是这,5,122.19494047619048
不长进的,5,9853.8
与众人都,7,483.02941176470586
与你相干,5,1642.3
与刘姥姥,6,367.67910447761193
与宝玉一,5,615.8625
与宝玉宝,11,1411.3515625
与我什么,6,674.917808219178
与王夫人,19,16.398258767473635
与贾母贾,6,4479.0
与邢夫人,8,45.372625762633824
且不提且,7,3789.923076923077
且说宝玉,22,408.71719457013575
且说贾政,8,406.76160990712077
且说贾母,8,966.0588235294117
且说贾琏,6,445.87330316742083
东府里的,8,1263.3076923076924
东西也不,7,1263.3076923076924
东西宝玉,6,1263.3076923076924
东西自然,7,1263.3076923076924
东西那里,5,1263.3076923076924
东西都是,6,1263.3076923076924
丢了东西,10,4926.9
两三个老,6,4105.75
两个丫头,15,45.83162790697674
两个丫鬟,8,745.0888468809073
两个人一,5,87.29447200566973
两个人在,5,51.04537919602155
两个人来,5,76.38604651162791
两个人的,8,47.488192771084336
两个人说,6,37.889515508843886
两个人都,9,147.31594684385382
两个女人,11,204.05082831325302
两个姑子,11,296.80120481927713
两个姨娘,7,42.40017211703959
两个婆子,31,161.45232558139534
两个媳妇,5,656.92
两个小丫,17,345.53341584158414
两个小厮,7,479.00416666666666
两个老婆,6,584.2173913043479
两个老嬷,5,746.5
两个说话,5,31.574596257369905
两件东西,5,226.0045871559633
两银子也,8,450.97482837528605
两银子你,5,240.10233918128654
两银子来,12,444.53233082706765
两银子的,8,280.3357041251778
两银子还,5,308.703007518797
个不住宝,6,8211.5
个丫头也,5,4926.9
个丫头在,5,2052.875
个人在那,7,290.30555555555554
个人影儿,5,1824.7777777777778
个人怎么,5,89.22310756972112
个人没有,5,101.37654320987654
个人都吓,5,9853.8
个什么东,5,1296.5526315789473
个什么人,5,4926.9
个又说我,6,1119.75
个女孩儿,15,912.3888888888889
个女孩子,15,296.80120481927713
个婆子来,7,1407.6857142857143
个小丫头,67,119.62828875842574
个小太监,6,8211.5
个明白人,13,3789.923076923077
个月的月,7,7038.428571428572
个法子来,5,1407.6857142857143
个笑话儿,7,1589.3225806451612
个老婆子,30,236.4912
个老嬷嬷,20,1642.3
丫头们也,7,128.68768656716418
丫头们忙,5,367.67910447761193
丫头们的,5,322.01960784313724
丫头们说,6,367.67910447761193
丫头们都,6,322.01960784313724
丫头去了,7,322.01960784313724
丫头在那,5,322.01960784313724
丫头婆子,7,322.01960784313724
丫头媳妇,5,656.92
丫头子们,23,322.01960784313724
丫头子来,6,322.01960784313724
丫头子说,5,367.67910447761193
丫头答应,7,326.28476821192055
丫头老婆,10,1071.0652173913043
丫头过来,7,322.01960784313724
丫头进来,12,322.01960784313724
丫头道你,5,322.01960784313724
丫头道我,6,161.00980392156862
丫鬟名唤,5,9853.8
丫鬟婆子,6,124.46905263157895
丫鬟媳妇,8,656.92
中不自在,6,8211.5
中有一个,6,572.8953488372093
为什么不,34,410.575
为什么又,5,821.15
为什么要,5,344.53846153846155
为什么这,11,895.8
为这点子,5,4926.9
主子奴才,5,4479.0
主意已定,6,8211.5
么不知道,8,128.3046875
么个样儿,6,2142.1304347826085
么凤姐道,8,507.92783505154637
么大年纪,13,1642.3
么好东西,8,251.37244897959184
么婆子道,5,2898.176470588235
么宝玉听,8,56.37185354691076
么宝玉笑,6,39.48891263692226
么宝玉道,24,79.78785425101215
么平儿道,6,507.92783505154637
么林之孝,5,1201.6829268292684
么样凤姐,8,251.37244897959184
么样呢我,5,427.6822916666667
么样宝玉,8,251.37244897959184
么样才好,5,1368.5833333333333
么样王夫,5,251.37244897959184
么样袭人,5,251.37244897959184
么王夫人,8,52.02639915522703
么紫鹃道,5,3519.214285714286
么薛姨妈,8,178.5108695652174
么袭人道,13,39.3715883943939
么要紧的,7,1759.607142857143
么说着便,6,248.83333333333334
么说起来,6,251.37244897959184
么贾琏道,5,2142.1304347826085
么黛玉道,5,13.661546140195208
之孙世袭,6,8211.5
之孝家的,77,593.6024096385543
也不中用,11,714.0434782608696
也不可太,5,215.14847161572052
也不告诉,6,487.81188118811883
也不好意,5,354.45323741007195
也不小了,5,215.14847161572052
也不敢再,6,454.0921658986175
也不敢答,5,331.10887096774195
也不敢言,9,291.916392363397
也不敢说,11,215.14847161572052
也不是什,6,359.62773722627736
也不理他,8,215.14847161572052
也不理会,10,353.9439655172414
也不理论,6,1026.4375
也不用说,5,215.14847161572052
也不知是,20,122.94198378041173
也不知道,45,25.21271151746725
也不答言,19,1005.4897959183673
也不言语,21,879.8035714285714
也不认得,9,215.14847161572052
也不过是,17,66.50043668122271
也只得罢,11,4479.0
也听见了,7,529.7741935483871
也在这里,11,118.72048192771085
也定不得,5,342.1458333333333
也少不得,6,342.1458333333333
也就信了,5,1368.5833333333333
也就好了,7,252.10745614035088
也就完了,6,328.46
也就罢了,18,286.44767441860466
也并不是,6,144.48387096774192
也并没有,5,248.83333333333334
也怨不得,6,342.1458333333333
也掌不住,9,2463.45
也摸不着,7,7038.428571428572
也是一样,8,266.31891891891894
也是你们,5,16.72857530897732
也是好的,8,110.96621621621621
也是愿意,7,358.50623700623703
也是有的,23,425.3704954954955
也是这么,9,63.07553342816501
也是这样,14,53.87955007030151
也有一个,6,79.63739224137932
也有了一,5,74.02193509615384
也有说是,5,1539.65625
也未可知,34,1449.0882352941176
也没什么,15,85.83449477351917
也没有什,14,374.87282608695654
也没有这,6,351.9214285714286
也没法儿,5,307.93125
也知道了,7,553.5842696629213
也笑道我,7,78.08082408874802
也算不得,5,342.1458333333333
也糊涂了,7,3789.923076923077
也罢了只,8,408.0248447204969
也罢了宝,5,162.2826086956522
也罢了怎,5,2142.1304347826085
也罢了贾,5,148.7590579710145
也说不出,11,3079.3125
也顾不得,12,342.1458333333333
书房里来,5,9853.8
了一个丫,5,44.34653465346535
了一个人,13,14.786614645858343
了一个大,5,57.42307692307692
了一个女,6,149.3
了一个小,10,165.88888888888889
了一个揖,10,895.8
了一个月,6,91.09830508474576
了一会儿,5,135.3543956043956
了一会子,31,25.585282095952827
了一会方,6,119.2953995157385
了一口气,10,386.12068965517244
了一口说,5,135.3543956043956
了一口道,7,135.3543956043956
了一句话,14,27.07087912087912
了一回便,11,135.3543956043956
了一回儿,6,135.3543956043956
了一回又,9,135.3543956043956
了一回因,6,50.775334936447955
了一回方,16,162.94005787515502
了一回神,5,600.8414634146342
了一回话,10,135.3543956043956
了一回贾,7,15.991978113697487
了一回那,5,11.044879842180775
了一回闲,7,323.53001876172607
了一声说,6,135.3543956043956
了一声道,5,135.3543956043956
了一夜次,7,2142.1304347826085
了一大跳,6,947.4807692307693
了一想便,7,135.3543956043956
了一想笑,12,135.3543956043956
了一想说,8,135.3543956043956
了一想道,7,37.89923076923077
了一点儿,9,87.01354003139717
了一点子,5,67.6771978021978
了一语未,10,2463.45
了一跳回,5,116.03626943005182
了一跳忙,6,115.33905579399142
了一辈子,6,58.009026687598116
了一遍贾,15,187.33460076045628
了一面说,35,53.83413461538461
了下来递,5,9853.8
了不在话,19,520.6401557285873
了不得了,20,635.7290322580645
了不得我,6,366.7667493796526
了不成宝,7,794.6612903225806
了不知是,5,113.52304147465438
了不觉红,5,1642.3
了东西来,5,4926.9
了两三天,5,1539.65625
了两个丫,6,671.85
了两个人,9,93.15567226890757
了两个小,6,260.6825396825397
了两句话,8,140.76857142857142
了两杯酒,6,8211.5
了个主意,5,608.2592592592592
了为什么,8,67.0326530612245
了么宝玉,6,46.21857410881801
了也不用,7,342.1458333333333
了也不知,6,96.41682974559687
了也未可,8,1340.6530612244899
了二人正,6,966.0588235294117
了二奶奶,11,102.17929864253394
了些东西,5,226.0045871559633
了些什么,9,26.2301685891748
了些闲话,9,521.0587544065805
了人家的,11,124.73164556962026
了什么不,5,234.61428571428573
了什么大,5,535.5326086956521
了他两个,13,89.03211009174312
了他们又,5,1493.0
了他父亲,10,995.3333333333334
了他的心,5,266.60714285714283
了众人又,6,95.97857142857143
了众人听,16,121.09124423963134
了众人笑,7,84.94655172413793
了众人见,6,108.28351648351648
了众人道,14,36.631226765799255
了众人都,21,144.90882352941176
了你们快,5,4926.9
了你们这,5,152.8194789081886
了你到底,5,2463.45
了你老人,6,874.5976331360947
了你这么,5,99.73481781376518
了便说道,10,207.01260504201682
了冯紫英,6,8211.5
了冷笑道,7,28.99882283696292
了几个是,7,445.01032258064515
了几句便,8,1589.3225806451612
了几句话,16,363.273732718894
了凤丫头,7,6.380341880341881
了凤姐一,5,344.53846153846155
了凤姐便,8,344.53846153846155
了凤姐儿,34,70.5681186283596
了凤姐又,6,187.93006993006992
了凤姐听,19,163.65576923076924
了凤姐忙,7,344.53846153846155
了凤姐笑,22,120.31501831501832
了凤姐道,35,124.31800158604283
了出来一,6,4479.0
了出来宝,5,973.695652173913
了刘姥姥,44,367.67910447761193
了半天方,5,2737.1666666666665
了半日不,5,2737.1666666666665
了半日方,8,2737.1666666666665
了原来这,8,3519.214285714286
了去了宝,5,746.5
了又不知,5,337.458904109589
了只剩了,5,1970.76
了只怕我,5,1970.76
了只是不,6,1970.76
了只见宝,9,385.5834782608696
了可不是,6,264.88709677419354
了史湘云,9,1173.0714285714287
了周瑞家,20,769.828125
了喜不自,6,4105.75
了因联道,5,2898.176470588235
了因说道,12,146.12654473554127
了大老爷,5,674.917808219178
了好些时,5,4926.9
了好几个,5,473.74038461538464
了如今且,5,2035.909090909091
了如今我,6,4479.0
了姑娘们,8,807.688524590164
了姨太太,7,44.46660649819495
了宝玉一,7,37.89923076923077
了宝玉不,8,83.29501267962806
了宝玉也,10,90.23626373626374
了宝玉便,13,51.753151260504204
了宝玉又,11,135.3543956043956
了宝玉只,13,97.75595238095238
了宝玉听,43,31.63173375537506
了宝玉因,6,13.387708889995924
了宝玉宝,7,39.47836538461539
了宝玉心,5,67.6771978021978
了宝玉忙,19,71.43704212454213
了宝玉点,5,26.40353697749196
了宝玉的,7,14.35576923076923
了宝玉笑,64,43.97300161767167
了宝玉见,6,28.00435771125426
了宝玉进,5,20.3104130596092
了宝玉道,82,28.459129332206256
了宝钗便,6,135.3543956043956
了宝钗笑,13,83.79081632653062
了宝钗等,6,31.87212938005391
了宝钗见,5,135.3543956043956
了宝钗道,23,50.21211449840482
了小丫头,15,130.34126984126985
了少不得,7,342.1458333333333
了尤二姐,7,1008.4298245614035
了尤氏笑,6,2593.1052631578946
了尤氏道,6,2593.1052631578946
了就完了,6,1074.96
了就是了,5,217.4271844660194
了巧姐儿,7,296.80120481927713
了平儿笑,10,563.7185354691076
了平儿道,9,240.5973955507325
了忙笑道,8,28.99882283696292
了怎么又,5,3284.6
了怡红院,16,879.8035714285714
了惜春道,6,1970.76
了我也不,6,16.535995972478602
了我今儿,5,119.2953995157385
了我们也,6,250.52033898305083
了我们家,6,80.8130125751777
了我们的,7,104.38347457627118
了我们这,8,107.75068343357026
了我如今,6,566.3103448275862
了我看他,5,835.0677966101695
了我知道,5,10.873278601694915
了我这里,5,10.06105779048397
了探春笑,10,2239.5
了探春道,12,1074.96
了明儿再,5,9853.8
了晴雯道,9,5474.333333333333
了有什么,7,67.0326530612245
了李嬷嬷,5,1642.3
了李纨道,9,1583.6464285714285
了林之孝,13,1201.6829268292684
了林妹妹,6,289.8176470588235
了林姑娘,12,153.965625
了林黛玉,40,114.69910371318822
了柳家的,7,124.73164556962026
了正说着,21,286.44767441860466
了没有宝,7,7038.428571428572
了湘云笑,7,1894.9615384615386
了湘云道,6,988.6755852842809
了点头道,6,1033.6153846153845
了点点头,5,294.67105263157896
了玉钏儿,9,5474.333333333333
了王夫人,129,52.02639915522703
了甄宝玉,6,46.21857410881801
了笑道你,12,36.26720647773279
了笑道这,10,45.24242424242424
了紫鹃听,6,2463.45
了紫鹃笑,5,2463.45
了紫鹃道,9,1583.6464285714285
了罢宝玉,6,46.21857410881801
了老太太,66,40.7610559566787
了老祖宗,6,1493.0
了脸笑道,6,28.99882283696292
了自己房,5,821.15
了自己的,7,958.0083333333333
了薛姨妈,58,150.0526149968494
了薛蟠听,5,714.0434782608696
了薛蟠道,6,714.0434782608696
了袭人又,5,90.3024193548387
了袭人听,8,68.3579604578564
了袭人笑,12,164.41268075639599
了袭人等,6,40.75186104218362
了袭人见,6,122.25558312655087
了袭人道,25,73.85327976975657
了要知端,15,3284.6
了诧异道,5,9853.8
了说着一,6,134.1261343012704
了说着便,35,229.18859649122808
了说着又,15,388.9657894736842
了说着只,8,65.64823451032645
了说着已,6,383.9142857142857
了说话之,6,2142.1304347826085
了贾政听,5,67.39945280437756
了贾政道,21,100.25668604651163
了贾母一,5,229.15813953488373
了贾母便,12,229.15813953488373
了贾母又,8,229.15813953488373
了贾母听,17,134.33408179631115
了贾母因,8,39.09462408252331
了贾母王,11,114.57906976744187
了贾母的,7,229.15813953488373
了贾母笑,30,124.9953488372093
了贾母等,6,124.9953488372093
了贾母贾,5,104.16279069767442
了贾母道,33,108.03169435215946
了贾珍笑,5,229.15813953488373
了贾珍道,9,229.15813953488373
了贾琏便,6,229.15813953488373
了贾琏笑,7,229.15813953488373
了贾琏道,12,119.56076845298281
了贾赦贾,8,229.15813953488373
了赵姨娘,10,1005.4897959183673
了还不知,5,105.45590753424658
了还是这,6,329.9263392857143
了还有一,5,699.84375
了这一个,5,4.89323454632131
了这一句,7,299.3776041666667
了这两个,5,5.207478966727265
了这两句,6,279.9375
了这么一,5,227.04608294930875
了这么大,13,456.19444444444446
了这些话,14,117.72759856630825
了这件事,6,54.4910599078341
了这会子,31,42.917247386759584
了这几年,7,1149.61
了这几日,5,128.3046875
了这半日,14,307.93125
了这句话,9,29.191639236339697
了这样的,6,40.0669558145839
了这话一,5,227.04608294930875
了这话不,8,139.72066643034384
了这话便,6,113.52304147465438
了这话又,9,227.04608294930875
了这话忙,8,227.04608294930875
了这话越,5,1201.6829268292684
了这里凤,7,143.22383720930233
了这里宝,13,227.04608294930875
了这里来,5,23.16796764788865
了这里薛,5,336.9972640218878
了这里贾,13,122.98329493087557
了邢夫人,26,35.597009948313236
了邢王二,12,1296.5526315789473
了那丫头,8,47.3968253968254
了那婆子,9,161.244
了那里还,5,1119.75
了都笑说,5,1599.642857142857
了都笑道,6,15.817539729252502
了雨村听,5,9853.8
了鸳鸯道,8,3789.923076923077
了麝月道,8,6158.625
了黛玉听,6,30.89611204013378
了黛玉方,6,947.4807692307693
了黛玉的,5,71.77884615384616
了黛玉笑,14,67.33365872705974
了黛玉道,21,51.01819526627219
事下回分,6,2142.1304347826085
事且听下,6,1296.5526315789473
事为什么,5,69.86528644356211
事告诉了,8,929.6037735849056
事王夫人,8,12.293431476514254
事老太太,8,13.097361600319001
二两银子,10,373.25
二个女孩,5,2239.5
二人正说,11,4479.0
二位姑娘,5,70.18376068376068
二十两银,9,1493.0
二哥哥你,5,9853.8
二奶奶也,5,507.92783505154637
二奶奶去,6,507.92783505154637
二奶奶只,5,507.92783505154637
二奶奶和,5,230.8762886597938
二奶奶在,5,507.92783505154637
二奶奶就,5,507.92783505154637
二奶奶打,6,507.92783505154637
二奶奶是,5,507.92783505154637
二奶奶来,7,507.92783505154637
二奶奶没,5,507.92783505154637
二奶奶的,13,178.4611312343271
二奶奶要,5,507.92783505154637
二奶奶说,15,304.75670103092784
二奶奶还,5,507.92783505154637
二奶奶这,5,507.92783505154637
二姐听了,6,17.071725571725572
二姐笑道,8,13.26307288512013
二姑奶奶,5,210.55128205128204
二爷不在,7,245.64316239316238
二爷回来,10,126.33076923076923
二爷在外,5,821.15
二爷在家,5,152.8194789081886
二爷屋里,6,71.0610576923077
二爷来了,13,62.84311224489796
二爷进来,6,37.89923076923077
二百两银,6,1493.0
二百银子,8,213.28571428571428
二门上小,7,7038.428571428572
于是二人,7,1331.5945945945946
于是凤姐,8,1331.5945945945946
于是大家,17,1331.5945945945946
于是贾母,5,1331.5945945945946
云笑道你,9,63.09348321001708
云笑道我,5,36.96653661464586
云笑道这,14,128.3046875
五儿听了,9,681.1382488479263
五十两银,7,1026.4375
五百两银,5,1066.4285714285713
些上夜的,5,9853.8
些东西来,5,4926.9
些丫头们,10,556.7118644067797
些丫鬟们,5,3284.6
些人在那,5,1119.75
些女孩子,11,593.6024096385543
些就是了,6,478.3398058252427
些没要紧,11,1642.3
亲家太太,17,2142.1304347826085
亲眼见的,6,2737.1666666666665
人不在家,5,496.6633064516129
人不知怎,5,810.3453947368421
人不知道,6,48.1142578125
人为什么,9,8.094282793618342
人也不少,5,4105.75
人也不敢,7,611.4946808510638
人也未必,5,3284.6
人了宝玉,5,1.6046757036679977
人人都说,8,1759.607142857143
人便问道,7,1263.3076923076924
人冷笑道,11,12.890894819466247
人凤姐儿,10,185.5007530120482
人凤姐等,6,3079.3125
人吓了一,6,236.87019230769232
人听了也,6,172.6717289719626
人听了便,9,125.57943925233644
人听了又,8,92.09158878504672
人听了这,19,86.6208013324697
人听了道,6,460.4579439252336
人听了都,40,400.3982121088988
人听说便,8,59.41392824841724
人听说忙,6,162.5145684442001
人听说都,5,460.4579439252336
人命官司,6,8211.5
人在这里,7,29.680120481927712
人在那里,21,99.86959459459459
人家的事,6,154.93396226415095
人家的女,7,2737.1666666666665
人家的姑,5,2737.1666666666665
人得罪了,5,9853.8
人来人往,5,9853.8
人林黛玉,5,203.5909090909091
人正说着,15,286.44767441860466
人王夫人,53,52.02639915522703
人看了都,6,1071.0652173913043
人知道了,8,553.5842696629213
人笑道不,6,58.306508875739645
人笑道他,8,123.75259026687598
人笑道你,21,21.4813453752725
人笑道我,13,15.616164817749604
人笑道这,17,26.031794871794872
人答应了,14,426.57142857142856
人答应着,7,342.1458333333333
人背地里,5,9853.8
人薛姨妈,9,178.5108695652174
人见了这,5,135.503300330033
人见他这,8,1564.095238095238
人见宝玉,5,3.4840256268827696
人说道你,6,6.106213335536644
人进来见,6,8211.5
人道二爷,5,46.86929223744292
人道你们,11,37.825167504187604
人道可不,5,180.0767543859649
人道奴才,5,769.828125
人道奶奶,5,138.78591549295774
人道如今,5,566.3103448275862
人道宝玉,5,15.469073783359498
人道怎么,8,19.074332171893147
人道我们,6,22.313858695652176
人道老太,9,34.40572625698324
人道老爷,8,74.99086757990868
人邢夫人,5,3.2498054166721633
人都不敢,5,1048.276595744681
人都在那,5,70.87025316455696
人都笑了,22,269.0290394638868
人都笑说,9,400.9231464737794
人都笑起,8,383.7896786757546
人都笑道,15,36.25564167974882
人都诧异,5,4105.75
人都说这,5,623.6582278481013
人都道这,5,6.29957805907173
什么不是,9,107.80962800875274
什么不知,6,42.768229166666664
什么不过,12,995.3333333333334
什么东西,34,226.0045871559633
什么事情,10,2142.1304347826085
什么事我,7,107.80962800875274
什么事这,6,107.80962800875274
什么众人,6,107.80962800875274
什么似的,5,107.80962800875274
什么你们,6,107.80962800875274
什么凤姐,10,107.80962800875274
什么原故,9,1970.76
什么只是,8,107.80962800875274
什么只管,6,364.0566502463054
什么呢我,5,107.80962800875274
什么大事,17,122.88336267605634
什么大病,7,574.805
什么好东,8,665.7972972972973
什么好的,8,107.80962800875274
什么委屈,5,4105.75
什么婆子,5,107.80962800875274
什么宝玉,37,92.76642410055467
什么宝钗,8,44.461590524534685
什么平儿,8,107.80962800875274
什么意思,26,414.02521008403363
什么时候,11,2346.1428571428573
什么来着,5,121.05405405405405
什么正经,6,1824.7777777777778
什么没有,5,286.44767441860466
什么法儿,10,107.80962800875274
什么法子,6,107.80962800875274
什么相干,19,1296.5526315789473
什么紫鹃,6,794.6612903225806
什么缘故,8,1970.76
什么薛姨,5,849.4655172413793
什么袭人,13,107.80962800875274
什么要紧,19,1642.3
什么话说,5,107.80962800875274
什么说的,13,107.80962800875274
什么说着,12,58.10594594594595
什么贾琏,9,497.6666666666667
什么这么,5,44.92067833698031
什么这样,7,89.5334890965732
什么道理,6,2142.1304347826085
什么难道,6,107.80962800875274
什么鸳鸯,5,2898.176470588235
什么黛玉,8,107.80962800875274
今且说宝,5,4479.0
今以后我,5,4479.0
今儿一早,6,1071.0652173913043
今儿晚上,6,1449.0882352941176
今我们家,6,794.6612903225806
今日怎么,7,1005.4897959183673
今日早起,5,1140.486111111111
今老太太,9,12.328893955402325
从今以后,10,2463.45
从古至今,6,8211.5
